id,Date,number of bedrooms,number of bathrooms,living area,lot area,waterfront present,number of views,condition of the house,grade of the house,Area of the house(excluding basement),Area of the basement,Built Year,Renovation Year,Postal Code,Lattitude,Longitude,living_area_renov,lot_area_renov,Number of schools nearby,Distance from the airport,Price,Total Rooms,House Age,Living Area Ratio,number of floors_1.5,number of floors_2.0,number of floors_2.5,number of floors_3.0,number of floors_3.5
6762830740,49,3,1.0,1150,7156,0,0,4,6,1150,0,1953,0,122056,52.7164,-114.507,1210,7156,1,69,12.220966184120165,4.0,72,0.16070430408049188,False,False,False,False,False
6762830787,49,3,2.25,1230,7420,0,0,5,7,1230,0,1913,0,122072,52.5484,-114.41,1260,7556,2,73,12.206077645517674,5.25,112,0.16576819407008087,True,False,False,False,False
6762830788,49,2,1.0,860,6600,0,0,5,6,860,0,1949,0,122056,52.7178,-114.514,1030,6732,1,73,12.206077645517674,3.0,76,0.1303030303030303,False,False,False,False,False
6762831192,49,2,1.0,1020,5130,0,0,4,6,1020,0,1948,0,122072,52.531,-114.416,1200,6497,1,78,12.07254696717504,3.0,77,0.19883040935672514,False,False,False,False,False
6762811212,50,3,2.5,2200,20000,0,1,3,7,1400,800,1952,0,122048,52.8109,-114.381,3050,11775,2,64,13.910821646859095,5.5,73,0.11,False,False,False,False,False
6762811872,50,3,2.5,3290,6830,0,0,3,10,3290,0,2000,0,122005,52.9002,-114.332,3200,6227,1,80,13.742940940397677,5.5,25,0.4816983894582723,False,True,False,False,False
6762812519,50,4,2.0,2160,6300,0,1,4,8,2160,0,1928,0,122009,52.7962,-114.594,1980,5152,1,75,13.651815643149092,6.0,97,0.34285714285714286,True,False,False,False,False
6762813608,50,3,1.75,2610,5544,0,0,3,8,1680,930,1934,0,122007,52.914,-114.566,1330,5074,1,69,13.527829818844937,4.75,91,0.4707792207792208,True,False,False,False,False
6762815518,50,4,2.25,2330,8994,0,0,3,8,2330,0,1986,0,122005,52.9564,-114.294,2330,8396,3,70,13.36844346372147,6.25,39,0.25906159661996886,False,True,False,False,False
6762821154,50,4,1.75,1780,2788,0,0,4,6,890,890,1943,0,122032,52.8811,-114.59,1760,5664,2,61,13.001101547754756,5.75,82,0.6384505021520803,False,False,False,False,False
6762822207,50,4,1.5,1550,9176,0,0,3,7,1000,550,1956,0,122029,52.8305,-114.319,1730,8539,2,57,12.94323910384853,5.5,69,0.16891891891891891,False,False,False,False,False
6762823842,50,2,1.0,1230,1820,0,0,4,7,830,400,1948,0,122026,52.8984,-114.591,1660,3056,1,76,12.834683971615659,3.0,77,0.6758241758241759,False,True,False,False,False
6762812281,51,4,3.5,3530,14406,0,1,3,10,2570,960,1987,0,122033,52.9373,-114.434,3170,15181,1,68,13.681008408593566,7.5,38,0.2450367902262946,False,True,False,False,False
6762812864,51,4,2.5,2810,10613,0,0,3,9,2810,0,1989,0,122027,52.7724,-114.331,2800,9933,1,62,13.60479076121576,6.5,36,0.2647696221615001,False,True,False,False,False
6762812955,51,3,1.75,2870,5000,0,0,4,8,1840,1030,1907,0,122054,52.8088,-114.482,2200,5000,1,66,13.594865133730668,4.75,118,0.574,True,False,False,False,False
6762813892,51,4,2.5,2130,7300,0,0,4,7,1230,900,1963,0,122049,52.835,-114.357,2130,7560,1,72,13.504356494327284,6.5,62,0.29178082191780824,False,False,False,False,False
6762814617,51,4,2.5,2370,10083,0,0,5,8,2370,0,1966,0,122010,52.9015,-114.356,2370,10133,1,79,13.440091026807503,6.5,59,0.23504909253198453,False,True,False,False,False
6762817192,51,2,1.75,1330,6000,0,0,4,7,960,370,1914,1945,122032,52.8839,-114.586,1620,6000,1,62,13.244582780038517,3.75,111,0.22166666666666668,False,False,False,False,False
6762817829,51,4,2.5,2090,6023,0,0,3,8,2090,0,1990,0,122011,52.8013,-114.187,2090,6023,3,69,13.208542908506082,6.5,35,0.3470031545741325,False,True,False,False,False
6762819087,51,4,2.5,2040,8400,0,0,3,8,1420,620,1963,0,122027,52.7812,-114.36,2540,8925,1,51,13.122365377402328,6.5,62,0.24285714285714285,False,False,False,False,False
6762819772,51,2,2.25,1490,6770,0,0,3,8,1490,0,1926,0,122059,52.7877,-114.487,1820,7875,1,76,13.081543466215237,4.25,99,0.22008862629246675,True,False,False,False,False
6762821333,51,3,2.5,2050,40003,0,0,4,8,1570,480,1977,0,122012,52.7,-114.19,2700,46769,2,68,12.993395271417636,5.5,48,0.05124615653825963,False,False,False,False,False
6762823982,51,4,2.5,2580,6260,0,0,3,7,2580,0,2004,0,122053,52.7158,-114.375,2160,3600,2,69,12.832013750189885,6.5,21,0.41214057507987223,False,True,False,False,False
6762825765,51,4,2.5,2380,13550,0,0,3,7,2380,0,1999,0,122070,52.6786,-114.478,1230,9450,2,70,12.706850963741102,6.5,26,0.17564575645756458,False,True,False,False,False
6762810043,52,3,4.5,5230,17826,1,4,3,10,3740,1490,2005,0,122057,52.7648,-114.433,3670,17826,3,64,15.039286283703994,7.5,20,0.29339167508134184,False,True,False,False,False
6762810210,52,4,3.5,4230,20377,0,0,3,11,4230,0,1997,0,122048,52.8254,-114.396,3980,20489,1,80,14.547878932446617,7.5,28,0.2075869853265937,False,True,False,False,False
6762810367,52,3,2.75,2810,18731,1,4,4,10,2810,0,1974,0,122005,52.8661,-114.283,3120,14810,1,58,14.346139397261565,5.75,51,0.15001868560140943,False,True,False,False,False
6762810474,52,4,2.5,4570,74487,0,4,5,12,4570,0,1948,1985,122050,52.9582,-114.562,3810,74487,3,63,14.272936037914342,6.5,77,0.06135298776967793,False,True,False,False,False
6762810830,52,3,2.5,2190,11394,0,0,3,8,1550,640,1956,0,122032,52.8985,-114.599,2190,9540,3,66,14.070153551531353,5.5,69,0.1922064244339126,False,False,False,False,False
6762810967,52,4,3.75,3520,3944,0,0,5,8,2200,1320,1913,0,122061,52.8724,-114.538,2310,4725,2,75,14.014362236381235,7.75,112,0.8924949290060852,True,False,False,False,False
6762811042,52,4,2.5,3160,13194,0,0,5,10,3160,0,1965,0,122057,52.7772,-114.423,3490,13194,3,66,13.989464705423494,6.5,60,0.2395028043049871,False,True,False,False,False
6762812032,52,4,3.25,3440,7661,0,0,3,11,3440,0,2006,0,122011,52.7729,-114.185,3580,6478,1,73,13.715691327653829,7.25,19,0.44902754209633206,False,True,False,False,False
6762812033,52,5,3.5,3500,10155,0,0,3,10,2570,930,1996,0,122027,52.7715,-114.323,2940,10753,3,70,13.715691327653829,8.5,29,0.34465780403741997,False,True,False,False,False
6762812097,52,3,1.0,1480,6978,0,0,4,8,1480,0,1949,1985,122048,52.8797,-114.407,2660,13062,3,68,13.70903942580019,4.0,76,0.2120951562052164,False,True,False,False,False
6762812619,52,4,2.5,3030,29163,0,0,3,10,3030,0,1998,0,122045,52.8869,-114.21,2780,40669,3,55,13.635188201437066,6.5,27,0.10389877584610636,False,True,False,False,False
6762812658,52,5,2.5,4470,35124,0,0,3,11,4470,0,1984,0,122021,52.9677,-114.274,4050,34118,3,51,13.630987780260217,7.5,41,0.127263409634438,False,False,True,False,False
6762812916,52,4,2.5,2500,206474,0,0,3,10,2500,0,1997,0,122045,52.9078,-114.184,3680,208652,3,69,13.599840262182784,6.5,28,0.012108062032023402,False,False,False,False,False
6762812971,52,3,2.25,2380,11824,0,0,4,9,1450,930,1972,0,122057,52.7671,-114.408,2750,11491,1,74,13.592368256649284,5.25,53,0.2012855209742896,False,False,False,False,False
6762812972,52,4,3.0,3520,4895,0,0,3,8,1980,1540,1954,0,122026,52.8978,-114.551,1570,2153,3,70,13.592368256649284,7.0,71,0.7191011235955056,False,False,False,False,False
6762813215,52,4,3.5,3910,59863,0,0,4,10,2490,1420,1987,0,122012,52.7146,-114.257,2830,37674,1,60,13.567050480716235,7.5,38,0.06531580442009255,False,True,False,False,False
6762813286,52,4,2.5,2300,6158,0,0,3,9,2300,0,1999,0,122006,52.9243,-114.489,2170,6434,1,79,13.560619598657233,6.5,26,0.37349788892497565,False,True,False,False,False
6762813609,52,3,2.0,1820,5000,0,0,4,8,1720,100,1941,0,122009,52.8145,-114.585,2220,7200,3,64,13.527829818844937,5.0,84,0.364,True,False,False,False,False
6762813850,52,4,2.25,2270,5102,0,0,5,8,1340,930,1954,0,122032,52.8828,-114.598,1800,5102,3,71,13.507627138738266,6.25,71,0.4449235593884751,False,False,False,False,False
6762813988,52,3,1.75,1610,8613,0,0,5,7,1610,0,1962,0,122010,52.8827,-114.385,2010,8670,1,61,13.493928313146206,4.75,63,0.18692673865087658,False,False,False,False,False
6762813989,52,4,2.5,3420,30410,0,0,3,9,3420,0,1988,0,122037,53.0045,-114.278,2940,45916,3,54,13.493928313146206,6.5,37,0.11246300559026635,False,True,False,False,False
6762814156,52,4,2.5,2650,30500,0,0,4,8,1680,970,1960,0,122011,52.7835,-114.218,2650,30500,1,77,13.480039220276565,6.5,65,0.08688524590163935,False,False,False,False,False
6762814547,52,2,1.0,970,4560,0,0,4,7,970,0,1907,0,122028,52.8861,-114.522,1500,4560,1,71,13.444448325847754,3.0,118,0.21271929824561403,False,False,False,False,False
6762814633,52,2,1.5,1300,1676,0,2,3,7,1300,0,1943,0,122044,52.8433,-114.498,1260,1740,2,74,13.437175577097312,3.5,82,0.7756563245823389,False,False,False,False,False
6762814802,52,4,2.5,2810,11120,0,0,3,9,2810,0,1982,0,122019,52.8637,-114.234,3100,12672,1,77,13.42246945133505,6.5,43,0.2526978417266187,False,True,False,False,False
6762814898,52,3,2.5,3310,5300,0,2,3,8,2440,870,2008,0,122016,52.7478,-114.579,2140,7500,3,68,13.415034483903348,5.5,17,0.6245283018867924,False,True,False,False,False
6762815013,52,5,3.0,3190,7081,0,2,3,9,1890,1300,2013,0,122063,52.739,-114.43,2270,7623,3,64,13.40746863271265,8.0,12,0.4505013416184155,False,False,False,False,False
6762815057,52,3,3.25,1980,2850,0,0,3,7,1980,0,1987,0,122028,52.8897,-114.521,1630,4560,3,72,13.399996629152975,6.25,38,0.6947368421052632,False,False,False,True,False
6762815241,52,4,2.5,2400,7351,0,0,3,9,2400,0,1990,0,122011,52.8007,-114.212,2330,7756,1,55,13.384729180332174,6.5,35,0.32648619235478166,False,True,False,False,False
6762815344,52,3,2.5,1500,1375,0,0,3,9,1200,300,2014,0,122003,52.8751,-114.565,1680,1627,1,52,13.384652254414872,5.5,11,1.0909090909090908,False,True,False,False,False
6762815355,52,2,1.75,2260,280962,0,2,3,9,1890,370,2005,0,122041,52.8659,-114.13,2860,219542,1,77,13.38318953651709,3.75,20,0.008043792398972103,False,True,False,False,False
6762815625,52,4,3.5,2960,6000,0,0,3,9,2960,0,2014,0,122008,52.7483,-114.076,2960,6000,2,66,13.359228357855676,7.5,11,0.49333333333333335,False,True,False,False,False
6762815995,52,5,2.0,2130,4180,0,0,5,7,1270,860,1926,0,122009,52.805,-114.578,1710,4180,1,78,13.329379172803593,7.0,99,0.5095693779904307,True,False,False,False,False
6762816244,52,6,2.75,2660,8400,0,0,5,8,1550,1110,1962,0,122027,52.779,-114.363,2280,8400,2,78,13.310502976519178,8.75,63,0.31666666666666665,False,False,False,False,False
6762816292,52,3,2.5,2260,10153,0,0,3,10,2260,0,1987,0,122019,52.871,-114.258,2740,10153,3,70,13.304686600863562,5.5,38,0.22259430710134936,False,True,False,False,False
6762816552,52,4,2.5,3220,7875,0,0,4,8,3220,0,1966,0,122029,52.856,-114.31,1600,7875,2,56,13.28787951079572,6.5,59,0.4088888888888889,True,False,False,False,False
6762816862,52,3,2.5,1640,1269,0,0,3,8,1640,0,2009,0,122047,52.8497,-114.49,1590,1231,1,65,13.269059483669357,5.5,16,1.2923561859732073,False,False,False,True,False
6762816894,52,3,2.5,2060,5750,0,0,3,7,1330,730,1976,0,122009,52.7971,-114.581,1920,5750,3,51,13.265599278590988,5.5,49,0.3582608695652174,False,False,False,False,False
6762817135,52,4,2.0,1730,3884,0,0,5,7,1060,670,1924,0,122028,52.8924,-114.539,1360,3563,3,75,13.251637470576167,6.0,101,0.4454170957775489,False,False,False,False,False
6762817279,52,3,2.25,1300,907,0,0,3,8,1000,300,2006,0,122013,52.8671,-114.517,1300,1169,2,62,13.24014819083691,5.25,19,1.4332965821389194,False,True,False,False,False
6762817327,52,3,2.5,1960,12476,0,0,4,8,1960,0,1989,0,122053,52.7615,-114.362,2450,12177,3,73,13.235693848424024,5.5,36,0.1571016351394678,False,True,False,False,False
6762817328,52,4,2.5,2300,7989,0,0,3,9,2300,0,1990,0,122019,52.8573,-114.224,2280,8835,2,73,13.235693848424024,6.5,35,0.28789585680310426,False,True,False,False,False
6762817588,52,3,2.5,1900,3255,0,0,3,8,1900,0,1988,2000,122030,52.8375,-114.337,1880,3350,2,58,13.217675375388819,5.5,37,0.5837173579109063,False,True,False,False,False
6762817589,52,3,1.75,1840,8086,0,0,4,8,1840,0,1964,0,122005,52.9,-114.345,1840,8060,1,77,13.217675375388819,4.75,61,0.22755379668562947,False,False,False,False,False
6762818424,52,2,1.0,1080,3500,0,3,3,7,1080,0,1924,0,122028,52.8967,-114.546,1790,4000,1,58,13.171155446333852,3.0,101,0.30857142857142855,False,False,False,False,False
6762818728,52,5,3.25,2910,5027,0,0,3,8,2040,870,2013,0,122034,52.7843,-114.549,2910,5027,3,77,13.151924121391561,8.25,12,0.5788740799681719,False,True,False,False,False
6762819049,52,6,2.5,2890,8122,0,0,3,8,1630,1260,1977,0,122029,52.8186,-114.303,2730,9915,1,59,13.126357390703754,8.5,48,0.35582368874661413,False,False,False,False,False
6762819088,52,3,1.0,1150,5100,0,0,3,8,1150,0,1911,2005,122016,52.7649,-114.574,1440,5100,1,79,13.122365377402328,4.0,114,0.22549019607843138,False,True,False,False,False
6762819314,52,3,2.25,1630,3817,0,0,3,7,1630,0,2005,0,122011,52.7785,-114.189,1630,3348,2,57,13.116347317149176,5.25,20,0.42703694000523973,False,True,False,False,False
6762819354,52,3,2.0,2950,12196,0,0,4,7,2310,640,1918,0,122031,52.7002,-114.555,2320,19844,3,51,13.112315061750808,5.0,107,0.24188258445391933,False,True,False,False,False
6762819420,52,4,2.5,1830,7345,0,0,4,8,1540,290,1973,0,122050,53.0041,-114.563,1990,7700,1,57,13.11029282045951,6.5,52,0.2491490810074881,False,False,False,False,False
6762819454,52,4,2.5,1540,1860,0,0,3,8,1540,0,2014,0,122011,52.7821,-114.189,1210,1090,2,61,13.10467790734828,6.5,11,0.8279569892473119,False,True,False,False,False
6762819475,52,3,2.25,1470,2500,0,0,3,8,1080,390,1984,0,122007,52.9062,-114.55,1640,4300,3,60,13.102162710901053,5.25,41,0.588,False,True,False,False,False
6762819859,52,3,2.25,2110,11319,0,0,4,8,2110,0,1978,0,122021,52.972,-114.295,1860,11319,3,58,13.079457964073546,5.25,47,0.18641222722855377,False,True,False,False,False
6762820097,52,3,1.75,1800,6000,0,0,5,7,900,900,1905,0,122028,52.9167,-114.539,1800,3000,3,76,13.06261761927404,4.75,120,0.3,False,False,False,False,False
6762820121,52,3,2.5,2150,8221,0,0,3,8,2150,0,1992,0,122015,52.7385,-114.34,2490,7951,3,69,13.060490101343552,5.5,33,0.26152536187811704,False,True,False,False,False
6762820443,52,5,2.5,3390,9760,0,0,5,8,1750,1640,1978,0,122046,52.6762,-114.327,2360,9600,2,80,13.038983942375959,7.5,47,0.3473360655737705,False,False,False,False,False
6762820512,52,4,2.5,2000,6107,0,0,3,8,2000,0,2003,0,122017,52.9857,-114.411,2040,6520,2,64,13.038875241052304,6.5,22,0.3274930407728836,False,True,False,False,False
6762820547,52,3,2.0,1890,1599,0,0,3,9,1430,460,2012,0,122016,52.7738,-114.575,1780,1562,2,66,13.03571775170136,5.0,13,1.1819887429643527,False,True,False,False,False
6762820699,52,4,1.75,2120,50965,0,0,4,7,1060,1060,1956,0,122029,52.8319,-114.32,1540,7420,3,54,13.023649611968253,5.75,69,0.041597174531541256,False,False,False,False,False
6762820786,52,4,1.75,2160,4333,0,0,4,8,1260,900,1942,0,122007,52.9193,-114.578,1670,4426,1,80,13.017005083966255,5.75,83,0.4984998846065082,False,False,False,False,False
6762820963,52,3,2.25,1780,7280,0,2,3,7,1340,440,1972,0,122033,52.953,-114.405,2060,7280,1,56,13.015893357585442,5.25,53,0.2445054945054945,False,False,False,False,False
6762820972,52,4,2.5,1850,5040,0,0,3,7,1230,620,1930,2013,122064,52.7686,-114.563,1010,5040,3,50,13.014780393893403,6.5,95,0.36706349206349204,False,False,False,False,False
6762821035,52,2,1.0,2550,21675,0,1,4,7,1610,940,1958,0,122043,52.6313,-114.509,2030,10591,1,76,13.008076473152155,3.0,67,0.11764705882352941,False,False,False,False,False
6762821159,52,3,1.75,1600,10280,0,0,3,7,1050,550,1977,0,122033,52.955,-114.364,1590,8100,1,62,13.000198003314573,4.75,48,0.1556420233463035,False,False,False,False,False
6762821175,52,4,2.5,2520,7253,0,0,3,9,2520,0,1990,0,122015,52.7448,-114.349,2570,8359,1,50,12.999067423500716,6.5,35,0.3474424376120226,False,True,False,False,False
6762821225,52,3,1.75,1560,7207,0,0,3,7,1250,310,1983,0,122033,52.9583,-114.412,1540,7485,2,58,12.994532278619134,4.75,42,0.2164562231164146,False,False,False,False,False
6762821648,52,2,1.5,950,4625,0,0,4,7,950,0,1949,0,122028,52.9212,-114.53,1440,4625,2,76,12.971542813248437,3.5,76,0.20540540540540542,False,False,False,False,False
6762821649,52,3,1.75,1300,12731,0,0,3,8,1300,0,1981,0,122019,52.8536,-114.23,1700,13556,3,73,12.971542813248437,4.75,44,0.10211295263529967,False,False,False,False,False
6762821849,52,2,1.0,880,6413,0,0,3,7,880,0,1950,0,122009,52.803,-114.585,1360,6413,3,72,12.959846800844963,3.0,75,0.137221269296741,False,False,False,False,False
6762821850,52,3,2.25,1580,39189,0,0,3,7,1180,400,1992,0,122045,52.8665,-114.162,1580,29649,1,79,12.959846800844963,5.25,33,0.04031743601520835,False,False,False,False,False
6762822065,52,3,2.0,1200,5029,0,0,3,6,880,320,1937,0,122006,52.9236,-114.484,1510,5854,3,71,12.948012371209098,5.0,88,0.23861602704314974,False,False,False,False,False
6762822284,52,4,2.5,2170,8518,0,3,3,7,1350,820,1955,0,122063,52.7373,-114.424,1880,7680,1,54,12.936036208848487,6.5,70,0.25475463723878844,False,False,False,False,False
6762822637,52,2,1.0,860,2599,0,0,4,6,860,0,1901,0,122026,52.905,-114.569,1300,3900,2,80,12.91164481522143,3.0,124,0.3308964986533282,False,False,False,False,False
6762822638,52,3,2.25,1520,1245,0,0,3,8,1520,0,2004,0,122028,52.9207,-114.53,1520,1470,3,50,12.91164481522143,5.25,21,1.2208835341365463,False,False,False,True,False
6762822717,52,3,1.0,1830,8004,0,0,3,8,1200,630,1960,0,122022,52.9559,-114.487,1860,7971,2,80,12.907934245003815,4.0,65,0.22863568215892055,False,False,False,False,False
6762822746,52,2,0.75,1020,1350,0,0,3,7,1020,0,2009,0,122054,52.8244,-114.489,1020,2007,3,80,12.904461066760089,2.75,16,0.7555555555555555,False,True,False,False,False
6762822818,52,4,1.75,1700,20283,0,0,3,7,1340,360,1965,0,122055,52.9994,-114.093,1680,21369,3,70,12.899222326086994,5.75,60,0.08381403145491298,True,False,False,False,False
6762822943,52,3,1.75,1560,5223,0,0,4,7,810,750,1940,0,122022,52.9475,-114.478,1440,8491,3,56,12.899097318586382,4.75,85,0.2986789201608271,False,False,False,False,False
6762823077,52,3,1.75,2390,7149,0,0,3,8,1350,1040,1955,0,122022,52.9544,-114.516,1710,7402,1,69,12.890433842121956,4.75,70,0.33431249125751855,False,False,False,False,False
6762823367,52,3,1.75,1880,12821,0,0,3,7,1880,0,1959,0,122014,52.9981,-114.495,1540,12868,1,60,12.87339163147047,4.75,66,0.1466344278917401,False,False,False,False,False
6762823474,52,3,3.25,1630,1677,0,0,3,8,1630,0,2007,0,122038,52.9348,-114.543,1220,1677,2,58,12.861001210669146,6.25,18,0.9719737626714371,False,False,False,True,False
6762823475,52,4,2.75,2700,37011,0,0,3,9,2700,0,1984,0,122035,52.5796,-114.278,2700,37457,1,60,12.861001210669146,6.75,41,0.07295128475318148,False,True,False,False,False
6762823843,52,4,2.5,1870,7471,0,0,3,8,1870,0,1990,0,122042,52.6614,-114.394,2020,8912,1,61,12.834683971615659,6.5,35,0.2503011645027439,False,True,False,False,False
6762824254,52,4,2.0,1940,25600,0,0,1,8,1940,0,1962,0,122027,52.8022,-114.319,2000,10071,3,67,12.807655372286902,6.0,63,0.07578125,False,False,False,False,False
6762824364,52,2,1.5,940,1768,0,0,3,7,940,0,2009,0,122054,52.8225,-114.485,1130,1159,2,55,12.80078251189375,3.5,16,0.5316742081447964,False,True,False,False,False
6762824372,52,3,2.5,2430,15264,0,0,3,8,2430,0,1997,0,122065,52.6105,-114.398,2260,10416,2,57,12.800230637022887,5.5,28,0.15919811320754718,False,True,False,False,False
6762824414,52,4,1.5,1720,6417,0,0,3,7,1720,0,1953,0,122022,52.9568,-114.501,1430,6240,2,64,12.793862088206213,5.5,72,0.2680380239987533,False,False,False,False,False
6762824851,52,7,3.0,2800,9569,0,2,3,7,1400,1400,1963,0,122053,52.7402,-114.373,2150,7333,1,62,12.765691290604371,10.0,62,0.29261155815654716,False,False,False,False,False
6762824852,52,3,1.75,1660,10150,0,0,3,7,1660,0,1957,0,122038,52.9812,-114.532,1640,8906,2,58,12.765691290604371,4.75,68,0.16354679802955666,True,False,False,False,False
6762825030,52,3,2.0,2420,38781,0,0,5,7,1210,1210,1949,0,122012,52.6811,-114.166,2650,88426,3,59,12.765405536311112,5.0,76,0.062401691549985816,False,False,False,False,False
6762825095,52,3,1.0,1270,8400,0,0,3,7,1270,0,1955,0,122017,52.9904,-114.388,1390,8400,3,78,12.757082940769225,4.0,70,0.15119047619047618,False,False,False,False,False
6762825117,52,3,1.75,1270,8100,0,0,3,6,880,390,1950,0,122052,52.7128,-114.534,1650,8173,3,79,12.754196944209095,4.75,75,0.15679012345679014,False,False,False,False,False
6762825123,52,3,2.5,2110,4118,0,0,3,8,2110,0,1989,0,122035,52.6178,-114.343,2110,4044,3,79,12.754052425513905,5.5,36,0.5123846527440505,False,True,False,False,False
6762825129,52,3,3.75,1950,8625,0,0,3,8,1360,590,1959,0,122063,52.735,-114.448,1950,6670,2,66,12.751592406792705,6.75,66,0.22608695652173913,False,False,False,False,False
6762825145,52,3,1.0,1140,4200,0,0,4,7,1140,0,1904,0,122054,52.8312,-114.486,1510,4000,2,66,12.75130259456002,4.0,121,0.2714285714285714,False,True,False,False,False
6762825146,52,3,1.5,1420,1192,0,0,3,8,1140,280,2008,0,122054,52.8181,-114.494,1340,1213,3,58,12.75130259456002,4.5,17,1.191275167785235,False,True,False,False,False
